prot1,prot2,str_score,protpep_score,str_max_score,red_score,ort_score,phy_score,coexp_score,go_score,total_score,final_score,Match,Match2
O14627,O75190,5.4412,0.0,5.4412,1.2535,0.0,2.416,1.5818,69.61,1814.43,1814.43,True,True
O14561,O43678,1.8315,0.0,1.8315,0.5125,3.1392,2.013,45.2798,69.61,18695.6,18695.6,True,True
O15353,O14896,3.1848,0.0,3.1848,1.3730000000000002,0.0,2.013,3.9008,24.11,827.842,827.842,True,True
O15067,O14562,4.7856,3.51,4.7856,19.2898,0.0,2.013,3.9008,0.0,724.872,724.872,True,True
O00238,O15522,12.8482,6.3960300000000005,12.8482,2.3254,0.0,2.416,1.1757,10.8,916.552,916.552,True,True
A6NMT0,A6NHT5,130.17,0.0,130.17,2.9666,0.0,1.5978,9.4687,0.0,5842.29,5842.29,True,True
O00214,O00560,2.0697,0.0,2.0697,0.0,0.0,2.013,9.4687,0.0,39.4495,37785.5,True,True
O14543,O14544,11.9953,20.6892,20.6892,2.4090000000000003,0.6153,2.013,1.5818,24.11,2354.29,2354.29,True,True
O00468,O14594,3.1848,0.0,3.1848,0.5125,0.0,2.416,2.1077,105.17,874.125,874.125,True,True
O43187,O75381,9.7337,6.0991,9.7337,1.0145,0.6153,2.416,1.5818,69.61,1616.36,1616.36,True,True
O15520,O43639,3.1848,15.8041,15.8041,1.1877,0.0,2.416,2.7714,24.11,3030.19,3030.19,True,True
O15379,O00762,1.02,0.0,1.02,4.0064,0.6153,0.0,5.6875,69.61,995.4839999999999,995.4839999999999,True,True
O00213,O15265,0.0,14.852,14.852,2.0764,0.0,2.416,1.1757,10.8,946.048,946.048,True,True
O14965,O15151,4.5731,7.3468800000000005,7.3468800000000005,2.0764,0.6153,2.416,1.5818,24.11,864.862,864.862,True,True
O15520,O43166,2.4032,0.0,2.4032,0.0,0.0,2.416,1.1757,105.17,717.919,717.919,True,True
O00499,O15273,2.2022,5.24327,5.24327,2.4090000000000003,0.0,2.013,2.7714,10.8,761.0369999999999,761.0369999999999,True,True
O43186,O43711,253.71599999999998,6.917739999999999,253.71599999999998,0.9127,0.6153,2.013,5.6875,10.8,17617.8,17617.8,True,True
O00629,O00505,119.281,14.0753,119.281,1.0145,0.6153,2.416,18.4426,181.01,600525.0,575195000.0,True,True
O14965,O43781,113.094,14.5168,113.094,2.4090000000000003,0.6153,2.013,1.5818,2.07,1104.91,1104.91,True,True
O15524,O43426,4.5731,20.686,20.686,2.4090000000000003,0.0,2.416,1.5818,24.11,4591.55,4591.55,True,True
E5RJM6,O14593,1652.32,0.0,1652.32,0.5125,0.0,2.013,1.1757,0.0,2004.14,2004.14,True,True
O14939,O60602,4.5731,0.0,4.5731,0.0,0.0,2.013,2.1077,69.61,1350.63,1350.63,True,True
O15143,O00175,10.255,1.03634,10.255,1.2535,0.0,2.013,1.5818,69.61,2849.23,2849.23,True,True
O15228,O00628,1.8315,1.34378,1.8315,0.0,0.0,2.013,3.9008,181.01,2603.2,2603.2,True,True
O14936,O14490,0.0,84.52,84.52,2.3588,0.0,2.013,1.5818,0.0,634.813,634.813,True,True
O14593,O15205,25.2364,0.0,25.2364,15.8699,0.6153,1.5978,1.5818,0.0,622.82,622.82,True,True
A8MVX0,O00212,43.0172,5.24327,43.0172,1.5513,0.0,1.1933,1.1757,10.8,1011.13,1011.13,True,True
O00194,O43166,99.2027,3.86531,99.2027,0.0,0.0,2.013,2.1077,5.86,2466.46,2466.46,True,True
O15357,A8K0Z3,0.0,15.8041,15.8041,0.0,0.0,2.416,3.9008,10.8,1608.59,1608.59,True,True
O14672,O14757,1.8315,12.5411,12.5411,2.0764,0.6153,2.416,9.4687,2.07,758.737,758.737,True,True
B1AK53,O15021,169.09799999999998,3.84,169.09799999999998,1.774,0.6153,2.416,2.7714,0.0,1235.87,1235.87,True,True
O00139,O60216,0.0,2.60197,2.60197,3.5815,0.6153,1.5978,18.4426,5.86,990.1389999999999,990.1389999999999,True,True
O43150,O00499,45.9762,84.9753,84.9753,2.3254,0.0,2.416,1.1757,0.31,173.99900000000002,313555.0,True,True
O15392,O60729,6.9797,3.52956,6.9797,0.9127,0.0,2.013,2.7714,24.11,856.85,856.85,True,True
O00629,O14662,5.0523,8.66456,8.66456,1.2535,0.6153,2.416,9.4687,5.86,895.865,895.865,True,True
O15234,O43791,0.0,30.6995,30.6995,0.5125,0.0,2.416,9.4687,5.86,2109.16,2109.16,True,True
O15511,O43639,1.8315,13.0046,13.0046,1.2535,0.0,2.416,3.9008,69.61,10694.1,10694.1,True,True
A6NC57,B1AK53,1652.32,0.0,1652.32,1.1877,0.6153,2.013,1.1757,0.0,2857.78,2857.78,True,True
A6NGH8,A6NGH8,299.41900000000004,0.0,299.41900000000004,1.5513,0.6153,2.416,0.0,0.0,690.4939999999999,690.4939999999999,True,True
A3KN83,O60264,11.9953,0.0,11.9953,2.0764,0.0,2.416,45.2798,0.0,2724.73,2724.73,True,True
O15075,O14543,25.2364,23.2116,25.2364,3.1239999999999997,0.6153,2.416,1.5818,5.86,1086.35,1086.35,True,True
O15084,O14593,1652.32,2.59,1652.32,0.9127,0.6153,2.416,1.1757,0.0,2635.74,2635.74,True,True
O15499,O15522,130.17,0.0,130.17,2.4183,0.0,2.013,18.4426,2.07,24191.2,24191.2,True,True
O15347,O14770,99.2027,2.59,99.2027,1.7951,0.6153,2.013,2.7714,0.0,611.283,611.283,True,True
O43242,O15160,2.5395,0.0,2.5395,2.0764,9.2808,1.5978,18.4426,0.0,1442.08,1442.08,True,True
O00338,O60507,4.5731,0.0,4.5731,0.5125,0.0,1.5978,1.1757,181.01,796.941,796.941,True,True
O00444,A6NKF1,1.8315,4.35487,4.35487,0.0,0.0,2.416,0.0,105.17,1106.53,1106.53,True,True
O15357,O15273,4.5731,20.7293,20.7293,3.1239999999999997,0.0,2.416,1.5818,10.8,2672.81,2672.81,True,True
O43143,O15381,18.9532,0.0,18.9532,2.0764,0.6153,1.1933,45.2798,0.0,1308.38,1308.38,True,True
O00178,O15054,4.5731,62.31,62.31,0.0,0.0,2.013,9.4687,0.0,1187.66,1187.66,True,True
C9JJH3,O15205,87.8085,0.0,87.8085,21.3884,0.0,2.013,0.4364,0.0,1649.85,1649.85,True,True
O43307,O00273,45.9762,3.52956,45.9762,1.0145,0.0,2.416,1.5818,5.86,1044.55,1044.55,True,True
O43390,O60749,10.2451,0.0,10.2451,4.0064,0.0,2.416,18.4426,0.0,1828.9,1828.9,True,True
O00468,O14512,5.4987,15.8041,15.8041,0.0,0.0,2.416,3.9008,5.86,872.807,872.807,True,True
C9JTQ0,O14593,1652.32,0.0,1652.32,0.5125,0.6153,2.013,1.5818,0.0,1659.09,1659.09,True,True
A6NCS4,O15020,99.2027,0.0,99.2027,0.9127,0.0,2.416,2.7714,0.0,606.244,606.244,True,True
A6NK53,A6NP11,130.17,0.0,130.17,0.0,5.5574,1.1933,1.1757,0.0,1014.91,1014.91,True,True
O14979,O43791,2.0531,23.3587,23.3587,2.4090000000000003,0.0,2.013,9.4687,2.07,2220.19,2220.19,True,True
O14964,O43639,6.0007,30.3574,30.3574,4.0064,0.0,2.416,3.9008,5.86,6716.87,6716.87,True,True
O15197,O15357,240.91,15.8041,240.91,2.4090000000000003,0.6153,2.416,1.5818,5.86,7996.96,7996.96,True,True
O43390,O75554,4.4478,13.5077,13.5077,4.0064,0.0,2.013,9.4687,5.86,6044.6,6044.6,True,True
O15360,O15287,0.0,2.59,2.59,0.0,30.1977,2.013,45.2798,24.11,171878.0,795046000.0,True,True
A4FU49,O15205,45.9762,3.51,45.9762,20.9141,0.0,2.013,1.1757,0.0,2275.69,2275.69,True,True
O15085,O14807,253.71599999999998,3.86531,253.71599999999998,0.9127,0.6153,2.013,5.6875,10.8,17617.8,17617.8,True,True
O00459,O00506,25.2364,0.0,25.2364,4.2492,0.6153,2.416,9.4687,0.0,1509.42,1509.42,True,True
O15524,O00755,0.0,14.0867,14.0867,0.0,0.0,2.416,3.9008,10.8,1433.78,1433.78,True,True
O00187,A6NLU5,253.71599999999998,9.47493,253.71599999999998,0.5125,0.0,2.416,2.7714,0.0,870.6389999999999,870.6389999999999,True,True
O15197,O00506,99.2027,5.705430000000001,99.2027,3.8142,0.6153,2.416,1.5818,2.07,1841.76,1841.76,True,True
O00238,O43781,43.0172,14.5168,43.0172,2.4090000000000003,0.6153,2.416,2.7714,2.07,883.7560000000001,883.7560000000001,True,True
O14764,O14649,10.7938,0.0,10.7938,0.0,0.0,2.013,9.4687,5.86,1205.61,1205.61,True,True
O43172,O75529,169.09799999999998,6.98487,169.09799999999998,1.2535,0.6153,2.013,18.4426,0.4,1936.76,1936.76,True,True
O15144,O14974,1.2265,0.0,1.2265,0.0,3.1392,1.5978,18.4426,0.0,113.45700000000001,108671.0,True,True
O00470,O60890,99.2027,0.0,99.2027,0.7707,0.0,2.416,3.9008,0.0,720.5419999999999,720.5419999999999,True,True
O15079,O15020,0.0,5.22,5.22,0.0,0.0,2.416,2.7714,105.17,3675.86,3675.86,True,True
A6NIJ9,A6NIJ9,1652.32,0.0,1652.32,1.3730000000000002,5.2693,0.0,0.0,0.0,11954.1,11954.1,True,True
O15409,O75376,4.5712,0.0,4.5712,3.5815,0.6153,2.416,2.1077,24.11,1236.76,1236.76,True,True
O14862,O15205,11.9953,0.0,11.9953,19.2898,0.0,2.013,3.9008,0.0,1816.92,1816.92,True,True
O15067,O00124,5.0295,3.84,5.0295,19.2898,0.0,2.013,3.9008,0.0,761.816,761.816,True,True
E5RJM6,O60307,169.09799999999998,3.51,169.09799999999998,1.5513,0.0,2.416,1.1757,0.0,745.1210000000001,745.1210000000001,True,True
O14578,O00762,5.4412,10.8249,10.8249,1.0145,0.6153,1.5978,45.2798,5.86,2864.75,2864.75,True,True
O00291,O15020,99.2027,3.86531,99.2027,0.9127,0.6153,2.416,2.7714,10.8,4028.64,4028.64,True,True
O43240,A8MTI9,468.913,4.98492,468.913,2.3768,0.6153,2.416,0.0,2.07,3429.57,3429.57,True,True
A6NP11,B4DX44,130.17,0.0,130.17,0.0,5.5574,2.416,0.4364,0.0,762.7189999999999,762.7189999999999,True,True
O15524,O75385,4.5731,20.6262,20.6262,3.1239999999999997,0.6153,2.416,1.5818,5.86,887.898,887.898,True,True
O00221,O60733,260.209,0.0,260.209,0.0,0.6153,2.416,1.5818,0.0,611.867,611.867,True,True
A6NE02,O43829,444.564,0.0,444.564,0.9127,0.0,2.416,1.5818,0.0,1550.64,1550.64,True,True
O00750,O60331,1.5595,13.7138,13.7138,0.0,0.6153,2.416,2.7714,24.11,1362.19,1362.19,True,True
O00716,O43639,4.803999999999999,22.0744,22.0744,2.4090000000000003,0.0,2.416,1.5818,5.86,1190.89,1190.89,True,True
A6NIR3,O14974,260.209,0.0,260.209,1.2535,0.0,2.416,1.5818,0.0,1246.51,1246.51,True,True
O15085,O75154,2.6756,7.40526,7.40526,0.0,0.0,2.416,3.9008,69.61,4858.06,4858.06,True,True
O15524,O14543,45.9762,20.6892,45.9762,3.1239999999999997,0.6153,2.416,18.4426,105.17,414135.0,414135.0,True,True
O43318,O43324,1.8315,0.0,1.8315,2.4090000000000003,0.0,2.416,5.6875,10.8,654.766,654.766,True,True
C9JRZ8,C9JRZ8,826.188,0.0,826.188,1.1877,0.6153,0.0,0.0,0.0,603.771,603.771,True,True
O15145,O00401,1.2142,0.0,1.2142,1.2535,81.5138,0.0,3.9008,24.11,11668.0,53972000.0,True,True
O00213,O75376,1.8531,14.852,14.852,3.5815,0.0,2.416,1.1757,5.86,885.403,885.403,True,True
O43187,O00506,119.281,3.51,119.281,3.8142,0.6153,2.416,1.1757,0.0,795.159,795.159,True,True
A6NHA9,O60412,997.34,0.0,997.34,1.1877,5.2693,2.416,2.7714,5.86,244904.0,244904.0,True,True
O15060,O14978,260.209,0.0,260.209,0.0,0.0,2.013,3.9008,0.4,817.296,817.296,True,True
O43283,O00444,168.4,6.73805,168.4,0.9127,0.6153,2.416,2.1077,2.07,996.855,996.855,True,True
O00305,O14490,0.0,62.6434,62.6434,1.7092,0.0,2.416,2.7714,5.86,4201.09,4201.09,True,True
A6NL08,O43749,66.1952,0.0,66.1952,1.3730000000000002,5.2693,2.416,2.1077,5.86,14290.7,14290.7,True,True
O43187,O15304,0.0,3.67486,3.67486,1.2535,0.0,2.013,1.1757,105.17,1146.56,1146.56,True,True
O15143,O60890,25.2364,2.71112,25.2364,0.0,0.0,2.416,2.1077,5.86,753.062,753.062,True,True
O15530,O00308,6.0007,7.40526,7.40526,1.0145,9.7902,2.013,9.4687,10.8,15140.6,15140.6,True,True
O14543,O00206,1.8315,20.6892,20.6892,1.2535,0.0,2.416,2.7714,105.17,18262.3,18262.3,True,True
A6NCS4,A6NJ46,444.564,0.0,444.564,2.9666,0.0,0.0,5.6875,0.0,7500.92,7500.92,True,True
O00566,O75400,0.0,4.18666,4.18666,0.0,0.0,2.416,38.174,5.86,2262.72,2262.72,True,True
A8MVU1,O15205,45.9762,0.0,45.9762,20.9141,0.0,1.5978,1.5818,0.0,2430.22,2430.22,True,True
O14965,O14965,6495.16,4.94562,6495.16,2.4090000000000003,114.524,1.5978,0.0,0.0,2863170.0,13244000000.0,True,True
O15021,O60733,99.2027,0.0,99.2027,1.5513,0.6153,2.416,3.9008,0.0,892.3939999999999,892.3939999999999,True,True
O00548,O14640,1.5595,11.7156,11.7156,0.9127,5.2693,2.416,1.5818,5.86,1261.8,1261.8,True,True
O14757,O43324,3.109,3.11713,3.11713,2.3254,0.0,2.416,18.4426,24.11,7786.98,7786.98,True,True
O00591,O15205,18.4132,0.0,18.4132,15.8699,0.0,1.5978,2.1077,0.0,984.09,984.09,True,True
O14964,O60890,25.2364,0.0,25.2364,3.5815,0.0,2.416,2.7714,2.07,1252.73,1252.73,True,True
O43166,O43815,2.0697,9.966000000000001,9.966000000000001,0.0,0.0,2.416,5.6875,69.61,9532.59,9532.59,True,True
O00763,O00410,25.2364,2.59,25.2364,0.0,9.7902,2.416,3.9008,0.0,2328.46,2328.46,True,True
O14964,O75558,25.2364,5.4591199999999995,25.2364,4.0064,0.6153,2.416,2.1077,5.86,1856.4,1856.4,True,True
O14933,O00762,253.71599999999998,0.0,253.71599999999998,1.2535,0.6153,1.5978,2.1077,2.07,1364.15,1364.15,True,True
O15084,O00743,99.2027,6.6526,99.2027,1.1877,0.6153,1.1933,9.4687,0.0,819.138,3789040.0,True,True
O15169,O43566,61.2858,5.24327,61.2858,2.0764,0.0,2.416,3.9008,5.86,7027.8,7027.8,True,True
A8K8V0,A8K8V0,99.2027,2.60197,99.2027,0.0,5.5574,2.416,0.0,0.0,1331.96,1331.96,True,True
O00468,O60907,30.3442,1.5252700000000001,30.3442,0.0,0.6153,2.013,2.7714,5.86,610.384,610.384,True,True
O00291,O43639,2.6756,14.0438,14.0438,1.2535,0.0,2.416,5.6875,10.8,2612.47,2612.47,True,True
O15027,O15357,5.3229999999999995,34.1624,34.1624,3.1239999999999997,0.6153,2.013,5.6875,2.07,1556.26,1556.26,True,True
O14926,O43639,3.4243,15.8041,15.8041,0.7707,0.0,2.416,2.1077,10.8,669.8610000000001,669.8610000000001,True,True
C9JTQ0,B4E2M5,1652.32,0.0,1652.32,1.5513,0.0,1.5978,0.4364,0.0,1787.3,1787.3,True,True
O43390,O00522,3.8101,9.75,9.75,3.8142,0.0,2.416,18.4426,0.0,1657.02,1657.02,True,True
O43296,A8MQ14,99.2027,0.0,99.2027,0.0,5.5574,0.0,2.1077,0.0,1161.99,1161.99,True,True
A6NHT5,A6NHT5,260.209,0.0,260.209,3.9363,0.6153,0.0,0.0,0.0,630.227,630.227,True,True
O43255,O00762,66.1952,0.0,66.1952,1.7092,0.6153,1.5978,1.5818,5.86,1031.05,1031.05,True,True
O00750,O14788,18.4132,9.33731,18.4132,0.5125,0.6153,2.416,1.5818,69.61,1544.65,1544.65,True,True
O43189,O15357,25.2364,13.0318,25.2364,3.1239999999999997,0.0,2.416,9.4687,0.89,1605.15,1605.15,True,True
O00358,O15230,1.8315,2.59,2.59,0.0,0.0,2.013,3.9008,69.61,1415.69,1415.69,True,True
O14641,O43395,4.5731,7.40526,7.40526,0.0,0.0,2.416,3.9008,0.4,27.9159,129129.0,True,True
A6NJ46,O75400,99.2027,0.0,99.2027,3.1239999999999997,0.0,2.416,1.1757,0.0,880.294,880.294,True,True
O00470,O00506,99.2027,3.84,99.2027,4.0064,0.6153,2.416,2.1077,0.0,1245.29,1245.29,True,True
O14672,O15204,130.17,0.0,130.17,0.0,0.0,2.416,1.5818,69.61,34628.3,34628.3,True,True
O00311,O00743,1.7316,4.38088,4.38088,1.7092,0.0,1.5978,2.7714,69.61,2308.06,2308.06,True,True
O15294,O75400,9.7337,0.0,9.7337,2.0764,0.0,2.416,18.4426,0.0,900.55,900.55,True,True
O14641,O75051,2.6756,4.98492,4.98492,0.0,0.0,2.416,2.1077,24.11,612.014,612.014,True,True
O00585,O14625,18.4132,0.0,18.4132,1.7812,0.6153,2.416,2.1077,10.8,1109.83,1109.83,True,True
O43186,A6NHT5,253.71599999999998,0.0,253.71599999999998,0.9127,0.0,2.013,3.9008,2.07,3763.95,3763.95,True,True
O14964,O60749,19.5858,0.0,19.5858,3.8142,0.6153,2.416,3.9008,5.86,2538.52,2431450.0,True,True
O00305,O14745,4.5731,3.52956,4.5731,1.1877,0.0,2.416,1.1757,69.61,1073.95,1073.95,True,True
O15392,O60264,4.4478,22.1547,22.1547,2.3254,0.0,2.013,9.4687,0.89,873.952,873.952,True,True
O00555,O14939,3.1219,0.0,3.1219,2.3254,0.0,2.416,3.9008,69.61,4762.54,4762.54,True,True
O15075,O60733,99.2027,5.22,99.2027,1.5513,0.6153,2.416,2.7714,0.0,634.019,634.019,True,True
O43281,O00187,253.71599999999998,5.22,253.71599999999998,0.9127,0.0,2.416,2.1077,0.0,1179.19,1179.19,True,True
O15205,O00308,4.803999999999999,0.0,4.803999999999999,21.3884,0.6153,1.5978,1.1757,5.86,695.961,695.961,True,True
O00757,O14732,87.8085,0.0,87.8085,0.0,0.0,2.013,2.1077,5.86,2183.17,2183.17,True,True
O00555,O14795,12.8482,3.86531,12.8482,2.0764,0.0,2.416,3.9008,10.8,2715.36,2715.36,True,True
O00716,O15067,5.0523,0.0,5.0523,19.2898,0.0,2.013,3.9008,0.0,765.2689999999999,765.2689999999999,True,True
O00571,O14662,2.4771,0.0,2.4771,4.0064,0.6153,2.416,45.2798,0.0,668.015,668.015,True,True
A8MTL0,O15205,25.2364,0.0,25.2364,20.9141,0.0,2.013,1.1757,0.0,1249.13,1249.13,True,True
O00268,O00308,1.8315,14.0753,14.0753,1.0145,0.0,2.416,3.9008,5.86,788.602,788.602,True,True
O00629,O00560,1.8315,6.7087,6.7087,1.0145,0.0,2.416,18.4426,5.86,1777.08,1777.08,True,True
A6NI72,O60880,66.1952,15.8041,66.1952,0.9127,0.0,2.416,1.1757,69.61,11945.9,11945.9,True,True
O00499,O43497,25.2364,7.40526,25.2364,2.3254,0.0,2.013,2.1077,10.8,2689.07,2689.07,True,True
O14770,O75400,99.2027,0.0,99.2027,3.1239999999999997,0.0,2.416,1.5818,0.0,1184.36,1184.36,True,True
O15520,O14543,2.5395,15.8041,15.8041,2.0764,0.0,2.416,1.5818,24.11,3023.61,3023.61,True,True
O15151,O60934,3.4243,3.3980900000000003,3.4243,2.0764,0.6153,2.416,5.6875,5.86,352.278,337419.0,True,True
O14983,O60423,25.2364,2.59,25.2364,0.7707,0.6153,2.416,3.9008,24.11,2719.24,2719.24,True,True
O15392,O15297,4.4478,8.37556,8.37556,0.5125,0.0,2.416,1.5818,105.17,1725.23,1725.23,True,True
O43312,O60890,35.1668,0.0,35.1668,0.7707,0.0,2.416,2.1077,24.11,3327.52,3327.52,True,True
O14771,B4DX44,119.281,0.0,119.281,0.0,5.2693,1.1933,1.1757,0.0,881.798,881.798,True,True
O14627,A6NFQ7,260.209,0.0,260.209,2.4183,0.0,2.013,1.5818,0.89,1783.27,1783.27,True,True
A6NM03,A6NL08,18.4132,0.0,18.4132,0.7707,5.2693,2.416,2.1077,5.86,2231.37,2231.37,True,True
O14827,O14827,43.0172,0.0,43.0172,0.0,3.1392,2.416,0.0,0.0,326.256,312495.0,True,True
O00459,O60880,45.9762,14.0867,45.9762,3.1239999999999997,0.0,2.416,1.1757,2.07,844.5160000000001,844.5160000000001,True,True
A6NJG6,A6NFQ7,253.71599999999998,0.0,253.71599999999998,2.4183,0.0,2.013,2.1077,0.89,2316.87,2316.87,True,True
O15075,O75385,169.09799999999998,9.80166,169.09799999999998,1.7951,0.6153,2.416,1.1757,69.61,36929.9,36929.9,True,True
O14908,O15294,1.8315,4.96,4.96,1.2535,0.0,2.416,0.6688,0.0,10.0461,9622.36,True,True
O15085,O15020,66.1952,9.47493,66.1952,0.0,0.6153,2.416,2.1077,5.86,1215.39,1215.39,True,True
O15228,O00443,2.5372,6.3442099999999995,6.3442099999999995,0.0,0.0,2.416,2.7714,24.11,1024.17,1024.17,True,True
O43293,O00506,168.4,6.73805,168.4,4.2492,0.6153,2.416,3.9008,2.07,8589.27,8589.27,True,True
O43251,O43791,1.8563,15.9043,15.9043,0.0,0.0,2.013,9.4687,5.86,1776.42,1776.42,True,True
O00291,O00220,10.1121,2.59,10.1121,0.9127,0.0,2.013,1.5818,24.11,708.5360000000001,708.5360000000001,True,True
O15524,O00635,6.0007,15.8041,15.8041,2.3254,0.0,2.416,1.5818,5.86,823.0260000000001,823.0260000000001,True,True
O00560,O60637,1.1641,11.7156,11.7156,0.0,0.0,2.416,9.4687,0.0,268.01,256705.0,True,True
O14649,A8MYU2,42.8396,0.0,42.8396,0.0,0.0,2.013,1.1757,10.8,1094.99,1094.99,True,True
O00555,O00755,0.0,0.0,0.0,0.0,0.0,2.416,5.6875,181.01,2487.26,2487.26,True,True
O14640,O43639,7.7952,22.0744,22.0744,1.7951,0.0,2.416,3.9008,105.17,39275.3,37618700.0,True,True
O14653,O15205,18.4132,0.0,18.4132,20.9141,0.0,1.5978,1.5818,0.0,973.29,973.29,True,True
O14771,A6NJL1,1904.79,0.0,1904.79,0.0,5.5574,2.416,2.1077,0.0,53904.4,53904.4,True,True
O43248,O43711,130.17,6.917739999999999,130.17,0.9127,0.0,2.013,3.9008,10.8,10075.4,10075.4,True,True
O15085,O15031,3.1848,11.7156,11.7156,0.5125,9.7902,2.416,9.4687,0.4,537.895,2488110.0,True,True
A6NCE7,O15118,2.4771,3.52956,3.52956,0.5125,0.0,2.416,5.6875,69.61,1730.23,1730.23,True,True
O00566,O60508,0.0,5.24327,5.24327,0.0,0.6153,2.013,18.4426,5.86,701.8639999999999,701.8639999999999,True,True
O15042,O14980,18.4132,0.0,18.4132,3.5815,0.0,2.013,38.174,0.0,5067.64,5067.64,True,True
O00444,O00762,5.0523,6.98487,6.98487,1.0145,0.6153,1.5978,38.174,69.61,18512.2,18512.2,True,True
A6NIZ1,O43166,997.34,5.24327,997.34,0.0,0.0,1.5978,0.4364,5.86,4075.19,4075.19,True,True
O00186,O14980,1.2142,0.0,1.2142,0.0,0.0,1.5978,45.2798,0.0,87.845,84139.7,True,True
O15067,A8MVS1,25.2364,0.0,25.2364,21.3884,0.0,1.1933,0.0,0.0,644.1030000000001,644.1030000000001,True,True
A6NDL8,A6NM76,45.9762,0.0,45.9762,1.1877,5.2693,0.0,2.1077,5.86,3553.85,3553.85,True,True
O14976,O14964,8.0633,5.22,8.0633,4.0064,0.6153,2.416,18.4426,0.0,885.672,885.672,True,True
O15144,O00401,2.0697,0.0,2.0697,1.2535,606.3919999999999,2.013,5.6875,24.11,434258.0,172109000.0,True,True
O15357,O43294,4.5731,20.7293,20.7293,1.7092,0.6153,2.416,3.9008,5.86,1203.96,1203.96,True,True
O00213,O00213,1904.79,9.400089999999999,1904.79,1.7092,3.1392,0.0,0.0,0.0,10220.2,47275000.0,True,True
O00214,O00214,260.209,0.0,260.209,1.1877,0.6153,0.0,0.0,0.0,190.158,19498.0,True,True
O15530,O75116,997.34,8.950239999999999,997.34,2.3588,0.6153,2.013,3.9008,10.8,122756.0,122756.0,True,True
O00148,O43390,33.1143,3.52956,33.1143,4.2492,0.6153,2.013,18.4426,5.86,18835.3,18835.3,True,True
O00571,O00401,1.8315,6.56,6.56,4.0064,0.0,2.416,18.4426,0.0,1171.05,1171.05,True,True
O43237,O14807,66.1952,0.0,66.1952,2.9666,0.6153,2.013,2.7714,0.0,674.086,674.086,True,True
O00555,O15031,2.6756,3.86531,3.86531,2.0764,0.0,2.416,2.7714,24.11,1295.65,1295.65,True,True
O00358,O43704,1.2265,3.66,3.66,0.0,0.0,1.5978,1.1757,181.01,1244.52,1244.52,True,True
O43313,O60934,1.8315,4.9908,4.9908,2.3254,0.0,2.416,3.9008,5.86,640.938,640.938,True,True
O00602,O60499,99.2027,3.52956,99.2027,0.0,0.0,2.013,2.7714,2.07,1145.61,1145.61,True,True
O15194,O15194,260.209,0.0,260.209,0.7707,5.2693,0.0,0.0,0.0,1056.72,1056.72,True,True
O00750,O14980,3.1848,0.0,3.1848,3.8142,0.6153,2.013,2.1077,0.0,31.7121,30374.5,True,True
O14964,O75376,4.5731,5.24327,5.24327,4.2492,0.6153,2.416,2.1077,69.61,4859.3,4859.3,True,True
O15031,O75385,2.9486,4.94562,4.94562,0.9127,0.6153,2.416,3.9008,24.11,631.0790000000001,631.0790000000001,True,True
A6NHG9,O60412,253.71599999999998,0.0,253.71599999999998,0.7707,0.6153,2.416,1.5818,5.86,2694.43,2694.43,True,True
A6NHA9,A6NHA9,240.91,0.0,240.91,1.1877,5.2693,0.0,0.0,0.0,1507.7,1507.7,True,True
O14682,O14682,260.209,4.98492,260.209,0.5125,7.4748,2.416,0.0,0.0,2408.31,2306730.0,True,True
A6NJZ3,A6NH00,6495.16,0.0,6495.16,1.1877,5.2693,2.416,1.5818,0.0,155345.0,155345.0,True,True
O00273,O14562,66.1952,4.98492,66.1952,1.7092,0.0,2.013,5.6875,0.0,1295.34,1295.34,True,True
O14960,O43255,3.1848,3.52956,3.52956,0.0,0.0,1.5978,1.5818,69.61,620.964,620.964,True,True
O15067,O15160,4.5423,0.0,4.5423,21.3884,0.0,1.1933,9.4687,0.0,1097.73,1097.73,True,True
A6NIJ9,O43749,66.1952,0.0,66.1952,1.1877,5.2693,2.416,1.5818,5.86,9277.53,9277.53,True,True
O43186,O15534,1.8315,5.24327,5.24327,0.0,0.0,2.416,2.1077,24.11,643.732,643.732,True,True
O43318,O60858,2.6756,0.0,2.6756,3.1239999999999997,0.0,2.416,5.6875,24.11,2769.16,2769.16,True,True
O14753,O15350,25.2364,0.0,25.2364,2.3254,0.0,2.416,3.9008,2.07,1144.84,1144.84,True,True
O43324,O43815,2.2022,1.34378,2.2022,1.0145,0.0,2.416,2.1077,5.86,66.6672,308378.0,True,True
O00443,O15205,38.0863,3.51,38.0863,20.9141,0.6153,2.013,0.6915,0.0,682.23,682.23,True,True
O00499,O00555,25.2364,14.3222,25.2364,0.0,0.0,2.416,3.9008,10.8,2568.63,2568.63,True,True
O00257,O15357,4.5731,20.7326,20.7326,3.1239999999999997,0.0,2.416,3.9008,2.07,1263.53,1263.53,True,True
O14764,O75311,1904.79,2.59,1904.79,1.1877,0.6153,2.416,5.6875,5.86,112087.0,112087.0,True,True
O14939,O43566,5.0523,0.0,5.0523,1.0145,0.0,2.416,3.9008,24.11,1164.63,1164.63,True,True
A8K855,O15111,99.2027,3.84,99.2027,2.0764,0.0,2.416,3.9008,0.0,1941.27,1941.27,True,True
O15151,O75376,4.5731,5.24327,5.24327,3.5815,0.6153,2.416,5.6875,5.86,930.4010000000001,930.4010000000001,True,True
