Prot1,Prot2,Binding_Score,PDBs
Q9BZA7,O60330,-4.18885,Q9BZA7_O60330.pdb
P06756,P26010,-6.869713,P06756_P26010.pdb
P01732,Q13651,1.324574,P01732_Q13651.pdb
Q9UJ99,Q9Y5E2,0.216884,Q9UJ99_Q9Y5E2.pdb
P01903,P55899,239.821445,P01903_P55899.pdb
P01903,Q8IYS5,163.4201,P01903_Q8IYS5.pdb
Q6ZTQ4,Q9UN75,-3.556161,Q6ZTQ4_Q9UN75.pdb
Q9UN73,Q9Y5F3,-4.999785,Q9UN73_Q9Y5F3.pdb
Q9BZA8,Q9Y5F9,-4.725181,Q9BZA8_Q9Y5F9.pdb
P35613,P10586,247.483284,P35613_P10586.pdb
P55283,Q9Y5G6,-5.677069,P55283_Q9Y5G6.pdb
Q16288,P35916,52.862214,Q16288_P35916.pdb
Q15223,O15455,40.378183,Q15223_O15455.pdb
Q12864,Q9Y5E2,-5.515626,Q12864_Q9Y5E2.pdb
P31431,Q9NP84,35.443127,P31431_Q9NP84.pdb
Q6V0I7,Q9Y5H3,-4.806647,Q6V0I7_Q9Y5H3.pdb
Q13740,P30203,-4.7,Q13740_P30203.pdb
P11215,P16581,203.063366,P11215_P16581.pdb
Q9NYQ8,Q9Y5H4,-5.248858,Q9NYQ8_Q9Y5H4.pdb
P06729,P42081,197.904697,P06729_P42081.pdb
P21860,Q96NY8,-2.276189,P21860_Q96NY8.pdb
Q9Y5E4,Q9Y5G2,-5.839935,Q9Y5E4_Q9Y5G2.pdb
Q9Y5H9,Q9Y5G3,-5.161526,Q9Y5H9_Q9Y5G3.pdb
Q9UN74,Q9Y5F2,-5.392444,Q9UN74_Q9Y5F2.pdb
Q02487,Q9Y5G4,-2.073146,Q02487_Q9Y5G4.pdb
P01903,P17693,294.434806,P01903_P17693.pdb
O94991,Q6ZN44,4.945587,O94991_Q6ZN44.pdb
Q9BZW8,P08514,8.032098,Q9BZW8_P08514.pdb
O95754,Q6ZN44,218.350952,O95754_Q6ZN44.pdb
Q8N441,P56199,102.088676,Q8N441_P56199.pdb
Q9UN67,Q9Y5H1,-5.002904,Q9UN67_Q9Y5H1.pdb
P42702,P30530,129.041936,P42702_P30530.pdb
P28827,Q15256,147.945961,P28827_Q15256.pdb
Q8IYV9,P35590,68.709862,Q8IYV9_P35590.pdb
Q9HBB8,Q8N6Y1,4.791437,Q9HBB8_Q8N6Y1.pdb
P27037,P35968,11.757318,P27037_P35968.pdb
Q8IU57,Q29983,-3.052295,Q8IU57_Q29983.pdb
Q99075,P16581,107.488554,Q99075_P16581.pdb
P43626,Q8TD07,2.83509,P43626_Q8TD07.pdb
P15813,P20036,279.515067,P15813_P20036.pdb
P55287,Q9NRJ7,-2.254589,P55287_Q9NRJ7.pdb
P55286,Q9Y5E9,0.034483,P55286_Q9Y5E9.pdb
P01906,Q29983,253.679877,P01906_Q29983.pdb
P36894,Q01974,6.074493,P36894_Q01974.pdb
Q5DX21,P57087,133.264851,Q5DX21_P57087.pdb
P23470,P34741,13.669963,P23470_P34741.pdb
Q9Y5H7,Q9Y5E3,-5.116085,Q9Y5H7_Q9Y5E3.pdb
P00533,O95185,68.834596,P00533_O95185.pdb
P13612,Q12866,197.524211,P13612_Q12866.pdb
Q9Y5I2,O95206,-5.248559,Q9Y5I2_O95206.pdb
P16070,P18084,376.781137,P16070_P18084.pdb
Q9Y2C9,Q9NR97,473.433037,Q9Y2C9_Q9NR97.pdb
Q9BZW8,Q9BRK3,320.889622,Q9BZW8_Q9BRK3.pdb
P10912,P98164,123.69324,P10912_P98164.pdb
Q5JZY3,P29323,1.977509,Q5JZY3_P29323.pdb
P00533,P78504,55.068429,P00533_P78504.pdb
Q9Y6N8,Q9Y5G1,0.990366,Q9Y6N8_Q9Y5G1.pdb
Q7Z6A9,P00533,1.796574,Q7Z6A9_P00533.pdb
Q9H158,Q9Y5G6,-5.033197,Q9H158_Q9Y5G6.pdb
P54760,P04629,185.033492,P54760_P04629.pdb
Q92854,Q13591,-2.804456,Q92854_Q13591.pdb
P13598,Q9HBG7,318.493083,P13598_Q9HBG7.pdb
P12319,Q8NET5,162.745144,P12319_Q8NET5.pdb
O95727,P12314,41.897982,O95727_P12314.pdb
Q9HBB8,Q9Y5F8,3.2406,Q9HBB8_Q9Y5F8.pdb
P15813,P36888,14.891991,P15813_P36888.pdb
Q86VH4,Q96PX8,44.103609,Q86VH4_Q96PX8.pdb
P55283,Q9Y5G2,-3.715611,P55283_Q9Y5G2.pdb
P09603,P09603,-11.212342,P09603_P09603.pdb
P00533,Q9BZZ2,20.011683,P00533_Q9BZZ2.pdb
Q13332,Q58EX2,591.544511,Q13332_Q58EX2.pdb
P09564,P54753,1.10159,P09564_P54753.pdb
Q9UMF0,Q6UWL6,372.92331,Q9UMF0_Q6UWL6.pdb
P04439,P05556,87.826225,P04439_P05556.pdb
P33151,Q9Y5G3,1.014401,P33151_Q9Y5G3.pdb
Q8N6Y1,Q9UN73,-5.245402,Q8N6Y1_Q9UN73.pdb
Q13740,P10586,242.804826,Q13740_P10586.pdb
O75309,Q9Y5G5,-4.940696,O75309_Q9Y5G5.pdb
Q04771,P19320,16.184188,Q04771_P19320.pdb
P56199,P18564,3.838432,P56199_P18564.pdb
Q13445,Q9BVK6,222.462282,Q13445_Q9BVK6.pdb
P04629,Q9Y5E6,5.463784,P04629_Q9Y5E6.pdb
Q9Y6N8,Q9BYE9,-2.518456,Q9Y6N8_Q9BYE9.pdb
P21860,Q9BX67,31.997026,P21860_Q9BX67.pdb
Q16671,P29376,52.665375,Q16671_P29376.pdb
Q9BXR5,Q9NYK1,138.853446,Q9BXR5_Q9NYK1.pdb
Q14517,P26010,616.397453,Q14517_P26010.pdb
P57087,Q9BRK3,337.075423,P57087_Q9BRK3.pdb
P29322,O95297,-4.992804,P29322_O95297.pdb
Q02487,P32926,2.550053,Q02487_P32926.pdb
P53708,O94856,321.771625,P53708_O94856.pdb
P29376,P35968,123.35127,P29376_P35968.pdb
Q9H4D0,Q9Y5G6,7.375284,Q9H4D0_Q9Y5G6.pdb
Q9Y5H9,Q9Y5G2,-5.59709,Q9Y5H9_Q9Y5G2.pdb
P22223,Q9NRJ7,-2.060991,P22223_Q9NRJ7.pdb
P32926,Q14517,4.605044,P32926_Q14517.pdb
Q14517,Q9UN67,-5.229489,Q14517_Q9UN67.pdb
P40198,Q6UXG3,23.151896,P40198_Q6UXG3.pdb
P13612,P26012,4.38591,P13612_P26012.pdb
Q01973,P35968,254.889915,Q01973_P35968.pdb
P55286,P55286,-5.960437,P55286_P55286.pdb
Q16832,P09619,79.422568,Q16832_P09619.pdb
P17301,P05106,6.950334,P17301_P05106.pdb
O94985,Q9Y5E7,86.106742,O94985_Q9Y5E7.pdb
O95976,P20701,-4.620652,O95976_P20701.pdb
P22607,P09619,80.87825,P22607_P09619.pdb
Q9H4D0,Q9Y5F2,9.628607,Q9H4D0_Q9Y5F2.pdb
Q9Y5I3,Q9Y5H0,-5.426314,Q9Y5I3_Q9Y5H0.pdb
P05362,Q9NZC2,254.804384,P05362_Q9NZC2.pdb
Q15762,O00206,17.349293,Q15762_O00206.pdb
Q9H6X2,Q8IW00,-3.445713,Q9H6X2_Q8IW00.pdb
O43157,Q15223,7.57575,O43157_Q15223.pdb
O14917,Q9Y5H9,-5.155206,O14917_Q9Y5H9.pdb
Q9BYE9,Q96QU1,-4.889395,Q9BYE9_Q96QU1.pdb
Q16671,O00238,-3.211146,Q16671_O00238.pdb
P55289,Q8TDW7,3.742024,P55289_Q8TDW7.pdb
P16410,P43146,239.093707,P16410_P43146.pdb
P16410,Q8TDQ0,20.623008,P16410_Q8TDQ0.pdb
P10747,P04234,-2.129935,P10747_P04234.pdb
Q9ULB5,Q9UN70,1.064105,Q9ULB5_Q9UN70.pdb
P42081,P16410,41.451256,P42081_P16410.pdb
P23229,Q15262,55.197083,P23229_Q15262.pdb
P05362,P18627,407.157372,P05362_P18627.pdb
Q9Y5H7,Q9UN75,-4.488149,Q9Y5H7_Q9UN75.pdb
P01732,P43628,97.356197,P01732_P43628.pdb
O75197,Q14114,931.733384,O75197_Q14114.pdb
Q13873,P04629,229.53194,Q13873_P04629.pdb
P11362,P78423,15.044565,P11362_P78423.pdb
P29322,P46531,21.092594,P29322_P46531.pdb
Q8TD84,Q13332,398.854389,Q8TD84_Q13332.pdb
Q9NZN1,Q92692,41.467642,Q9NZN1_Q92692.pdb
O75309,Q9Y5E7,-5.121685,O75309_Q9Y5E7.pdb
Q14118,P09619,15.842048,Q14118_P09619.pdb
P55286,Q14574,-7.362988,P55286_Q14574.pdb
P36888,O75144,117.370128,P36888_O75144.pdb
Q9Y639,O75787,67.197265,Q9Y639_O75787.pdb
P20333,P25942,27.768108,P20333_P25942.pdb
P06340,P01903,6.763352,P06340_P01903.pdb
P01730,P21860,9.064487,P01730_P21860.pdb
Q9Y5E7,Q9Y5G2,-5.57462,Q9Y5E7_Q9Y5G2.pdb
P16871,P16234,12.141408,P16871_P16234.pdb
Q6ZTQ4,Q9Y5G3,-5.283744,Q6ZTQ4_Q9Y5G3.pdb
Q13634,A6H8M9,-5.182843,Q13634_A6H8M9.pdb
P12319,O60500,436.322291,P12319_O60500.pdb
Q6UXL0,Q14943,172.930315,Q6UXL0_Q14943.pdb
Q9UN73,Q9Y5G0,-4.175956,Q9UN73_Q9Y5G0.pdb
P07766,P01589,-4.893131,P07766_P01589.pdb
Q13683,Q8WWQ8,93.872149,Q13683_Q8WWQ8.pdb
P30530,P35916,68.54601,P30530_P35916.pdb
O75871,Q8N423,97.347424,O75871_Q8N423.pdb
P55291,Q08554,-0.422477,P55291_Q08554.pdb
O94985,Q9Y5F7,-3.309182,O94985_Q9Y5F7.pdb
P10747,P16871,4.221249,P10747_P16871.pdb
P78310,P08138,14.928052,P78310_P08138.pdb
P04626,P16234,117.820591,P04626_P16234.pdb
P01889,P01903,279.815038,P01889_P01903.pdb
Q9Y5G1,Q9Y5F8,-4.78986,Q9Y5G1_Q9Y5F8.pdb
P42702,P16471,15.638463,P42702_P16471.pdb
P10321,P43627,310.030837,P10321_P43627.pdb
P55286,Q9HBB8,-4.032034,P55286_Q9HBB8.pdb
O14672,Q9H2U9,0.513458,O14672_Q9H2U9.pdb
Q12864,Q9Y5I4,-4.41329,Q12864_Q9Y5I4.pdb
Q6ZTQ4,Q9Y5G5,-3.654651,Q6ZTQ4_Q9Y5G5.pdb
P21709,P05106,55.411624,P21709_P05106.pdb
P05362,Q9HBG7,60.795145,P05362_Q9HBG7.pdb
P16410,Q30201,254.134313,P16410_Q30201.pdb
Q96FE5,Q16288,2.369628,Q96FE5_Q16288.pdb
Q9Y6Q6,Q92956,-3.285924,Q9Y6Q6_Q92956.pdb
P33151,Q9Y5F6,1.638513,P33151_Q9Y5F6.pdb
Q9UN73,Q9Y5H4,-4.463467,Q9UN73_Q9Y5H4.pdb
P29317,O15146,41.857454,P29317_O15146.pdb
Q86WK7,Q9NR96,61.742253,Q86WK7_Q9NR96.pdb
P01732,Q99650,68.751939,P01732_Q99650.pdb
P29320,Q6UWB1,91.773541,P29320_Q6UWB1.pdb
P22607,P35590,121.55089,P22607_P35590.pdb
Q16849,Q15256,108.679326,Q16849_Q15256.pdb
P16871,P05556,-4.184222,P16871_P05556.pdb
Q9BY67,Q8N126,79.67562,Q9BY67_Q8N126.pdb
Q13443,P40189,203.970895,Q13443_P40189.pdb
P29317,P05362,117.661502,P29317_P05362.pdb
P20701,Q9NQ25,30.930028,P20701_Q9NQ25.pdb
O95727,P08575,47.025542,O95727_P08575.pdb
Q8NI17,P32927,262.866022,Q8NI17_P32927.pdb
P20963,P08575,15.390193,P20963_P08575.pdb
P15391,Q9BQ51,11.295795,P15391_Q9BQ51.pdb
P33681,P16871,12.339385,P33681_P16871.pdb
P05067,P13688,-4.054585,P05067_P13688.pdb
P32004,P23470,6.941976,P32004_P23470.pdb
Q8NHL6,Q8IW00,258.848908,Q8NHL6_Q8IW00.pdb
P05538,Q8TD07,409.539008,P05538_Q8TD07.pdb
O15146,Q9BRK3,319.022027,O15146_Q9BRK3.pdb
Q14574,Q9Y5G0,-2.404221,Q14574_Q9Y5G0.pdb
Q96JQ0,Q9Y5G0,-4.65817,Q96JQ0_Q9Y5G0.pdb
P54756,P17948,20.500493,P54756_P17948.pdb
O14786,P30530,155.953867,O14786_P30530.pdb
Q9Y5I2,Q9Y5F1,-5.361742,Q9Y5I2_Q9Y5F1.pdb
P09564,Q9NZC2,1.681953,P09564_Q9NZC2.pdb
P09564,Q9NZQ7,223.73315,P09564_Q9NZQ7.pdb
P34925,P34925,-4.522492,P34925_P34925.pdb
Q14954,P43631,18.061575,Q14954_P43631.pdb
Q9UM73,Q12866,-4.796348,Q9UM73_Q12866.pdb
P10966,Q8IU57,-2.510485,P10966_Q8IU57.pdb
P22223,O95206,-2.020909,P22223_O95206.pdb
Q9BYE9,Q02487,-5.8122,Q9BYE9_Q02487.pdb
Q15109,Q9Y6N7,82.369021,Q15109_Q9Y6N7.pdb
Q9BWV1,Q8TDW7,4.054123,Q9BWV1_Q8TDW7.pdb
Q9NP60,Q86YW5,225.40419,Q9NP60_Q86YW5.pdb
Q86UP0,Q9Y5F1,-3.210496,Q86UP0_Q9Y5F1.pdb
O95297,Q16620,8.55389,O95297_Q16620.pdb
Q9BYF1,Q9BYF1,-6.741879,Q9BYF1_Q9BYF1.pdb
Q8TAB3,Q9Y5H2,-4.907672,Q8TAB3_Q9Y5H2.pdb
Q96JQ0,Q9Y5I4,-4.809704,Q96JQ0_Q9Y5I4.pdb
Q12864,Q9NPG4,-4.167233,Q12864_Q9NPG4.pdb
P21860,P35968,111.519293,P21860_P35968.pdb
P20273,P19320,6.798524,P20273_P19320.pdb
P09603,P14778,227.750627,P09603_P14778.pdb
Q9Y5E3,Q9UN71,-5.259369,Q9Y5E3_Q9UN71.pdb
P12319,P78552,17.27236,P12319_P78552.pdb
P42081,P16581,49.2168,P42081_P16581.pdb
P01732,P17927,-7.840842,P01732_P17927.pdb
P40189,O14786,53.395431,P40189_O14786.pdb
Q6UXL0,Q9BQ51,-4.586564,Q6UXL0_Q9BQ51.pdb
Q01151,P05556,1.233018,Q01151_P05556.pdb
P05556,Q9BZZ2,201.640342,P05556_Q9BZZ2.pdb
O95754,P36897,39.246729,O95754_P36897.pdb
P10721,O60939,296.87432,P10721_O60939.pdb
Q8N441,P46531,-4.7,Q8N441_P46531.pdb
P40189,Q9Y6N7,50.126705,P40189_Q9Y6N7.pdb
P05067,P09619,-4.670504,P05067_P09619.pdb
P04439,P01903,292.035463,P04439_P01903.pdb
P42081,O95727,143.361876,P42081_O95727.pdb
P01730,Q8NHJ6,99.095734,P01730_Q8NHJ6.pdb
P29320,O15197,-5.789803,P29320_O15197.pdb
Q6UX41,P54289,45.974394,Q6UX41_P54289.pdb
Q9H7M9,Q13349,-3.491257,Q9H7M9_Q13349.pdb
P15260,Q8NHL6,63.54217,P15260_Q8NHL6.pdb
P06729,P10966,172.809455,P06729_P10966.pdb
O00533,Q14517,25.010034,O00533_Q14517.pdb
Q02297,P51805,1.767005,Q02297_P51805.pdb
Q14574,Q9P2E7,2.804228,Q14574_Q9P2E7.pdb
P29317,P54764,5.742603,P29317_P54764.pdb
Q5ZPR3,Q8N441,54.273854,Q5ZPR3_Q8N441.pdb
P05107,Q15399,64.158937,P05107_Q15399.pdb
P09603,P05362,207.065026,P09603_P05362.pdb
Q2I0M4,Q96PX8,10.207963,Q2I0M4_Q96PX8.pdb
P07333,P06756,23.52559,P07333_P06756.pdb
P05067,P01732,-1.304282,P05067_P01732.pdb
P05556,P57087,14.02775,P05556_P57087.pdb
P04439,P31994,386.610816,P04439_P31994.pdb
P54762,P04629,-0.181917,P54762_P04629.pdb
P30511,Q8TD07,716.957913,P30511_Q8TD07.pdb
P10966,Q14626,80.32435,P10966_Q14626.pdb
Q01151,P25942,1.547997,Q01151_P25942.pdb
Q15762,Q99665,60.431381,Q15762_Q99665.pdb
O94985,Q15223,36.94086,O94985_Q15223.pdb
Q9BY67,P06127,-4.7,Q9BY67_P06127.pdb
A6H8M9,Q9H158,-5.369296,A6H8M9_Q9H158.pdb
P09564,P54762,-6.934322,P09564_P54762.pdb
Q15762,Q96DU3,29.571221,Q15762_Q96DU3.pdb
Q9UNN8,P19320,173.41201,Q9UNN8_P19320.pdb
Q9ULB4,Q9Y5G0,-1.723641,Q9ULB4_Q9Y5G0.pdb
P33151,Q9Y5F7,1.903075,P33151_Q9Y5F7.pdb
Q86WK6,Q86SJ6,-0.422382,Q86WK6_Q86SJ6.pdb
Q9Y5E5,Q9UN70,-5.570183,Q9Y5E5_Q9UN70.pdb
P19022,A6H8M9,-6.131509,P19022_A6H8M9.pdb
Q9Y5H9,Q9Y5F8,-5.18643,Q9Y5H9_Q9Y5F8.pdb
Q9BWV1,P54753,432.30012,Q9BWV1_P54753.pdb
Q9Y286,Q9Y336,117.28117,Q9Y286_Q9Y336.pdb
P15813,O15455,29.849149,P15813_O15455.pdb
P01730,P01920,-6.472727,P01730_P01920.pdb
P42701,Q5VWK5,11.301054,P42701_Q5VWK5.pdb
P78504,Q04721,103.611315,P78504_Q04721.pdb
P00533,O15389,104.140827,P00533_O15389.pdb
Q8N3J6,Q9NSI5,94.848911,Q8N3J6_Q9NSI5.pdb
Q9Y5I4,Q9Y5H1,-4.555204,Q9Y5I4_Q9Y5H1.pdb
P17693,P43628,323.091013,P17693_P43628.pdb
P29320,Q9UF33,-3.891902,P29320_Q9UF33.pdb
P04626,Q15223,134.85938,P04626_Q15223.pdb
P21802,Q9UKJ0,279.296396,P21802_Q9UKJ0.pdb
Q9Y5G6,Q08174,-4.805607,Q9Y5G6_Q08174.pdb
P55285,Q9HBB8,-1.201192,P55285_Q9HBB8.pdb
Q8NHJ6,Q7Z6M3,301.539614,Q8NHJ6_Q7Z6M3.pdb
P09958,O75787,132.722064,P09958_O75787.pdb
P01732,P40197,24.62117,P01732_P40197.pdb
Q9Y6N8,Q9Y5G6,-2.370983,Q9Y6N8_Q9Y5G6.pdb
Q9UM73,Q01973,-4.7,Q9UM73_Q01973.pdb
P06126,P01909,269.209574,P06126_P01909.pdb
P30511,P59901,-4.7,P30511_P59901.pdb
P16581,Q9NY15,113.22698,P16581_Q9NY15.pdb
Q9Y5H7,Q9Y5G6,-4.940574,Q9Y5H7_Q9Y5G6.pdb
P20023,Q9HBG7,3.588655,P20023_Q9HBG7.pdb
Q8N109,Q8N109,185.032662,Q8N109_Q8N109.pdb
Q9UN73,Q9Y5E4,-4.999785,Q9UN73_Q9Y5E4.pdb
O60469,Q96P31,-5.230934,O60469_Q96P31.pdb
Q9BYE9,Q86SJ6,0.342685,Q9BYE9_Q86SJ6.pdb
P22223,Q96JQ0,-1.355492,P22223_Q96JQ0.pdb
P35613,Q8TD84,44.97504,P35613_Q8TD84.pdb
P35613,P01732,9.323357,P35613_P01732.pdb
P09564,Q6Q8B3,175.323547,P09564_Q6Q8B3.pdb
Q86UP0,Q9Y5E4,0.689971,Q86UP0_Q9Y5E4.pdb
O14786,O75051,298.370452,O14786_O75051.pdb
P06126,P43631,286.052043,P06126_P43631.pdb
P40259,Q96RD9,59.27628,P40259_Q96RD9.pdb
Q86UP0,Q9Y5H2,-0.988677,Q86UP0_Q9Y5H2.pdb
Q8IXH8,Q9Y5G9,0.829962,Q8IXH8_Q9Y5G9.pdb
P10321,Q9BTN0,15.933715,P10321_Q9BTN0.pdb
O95727,P11215,1.221068,O95727_P11215.pdb
P17693,P43632,332.635612,P17693_P43632.pdb
P20645,P11717,9.420838,P20645_P11717.pdb
P19022,Q9Y5I0,-2.544298,P19022_Q9Y5I0.pdb
P15813,P04440,222.940183,P15813_P04440.pdb
Q9HBB8,Q9Y5F2,7.785486,Q9HBB8_Q9Y5F2.pdb
Q86WK6,Q8IXH8,-2.839604,Q86WK6_Q8IXH8.pdb
P22223,Q9Y5H5,1.093047,P22223_Q9Y5H5.pdb
Q9Y5E1,Q9Y5E9,-5.371343,Q9Y5E1_Q9Y5E9.pdb
P01732,Q8WWV6,164.290838,P01732_Q8WWV6.pdb
Q14954,P43629,229.606845,Q14954_P43629.pdb
P54764,P20916,0.586882,P54764_P20916.pdb
P13612,P13591,206.732324,P13612_P13591.pdb
Q5ZPR3,P25942,1.052789,Q5ZPR3_P25942.pdb
P43626,Q8NHL6,232.548438,P43626_Q8NHL6.pdb
P43489,P28908,29.806804,P43489_P28908.pdb
Q9Y5I1,O95206,-5.248559,Q9Y5I1_O95206.pdb
Q15303,Q06418,17.157476,Q15303_Q06418.pdb
P33681,Q9NR97,35.495804,P33681_Q9NR97.pdb
P03372,P24394,10.630835,P03372_P24394.pdb
P31995,P12314,362.649321,P31995_P12314.pdb
Q8TD84,Q9Y639,73.001689,Q8TD84_Q9Y639.pdb
P04629,Q16620,20.892938,P04629_Q16620.pdb
P33681,O75144,182.189412,P33681_O75144.pdb
P07766,Q99795,8.841284,P07766_Q99795.pdb
P46531,Q15223,58.693321,P46531_Q15223.pdb
O14931,P08575,-3.338663,O14931_P08575.pdb
P00533,Q8IW52,101.605061,P00533_Q8IW52.pdb
P21860,Q01974,-4.338172,P21860_Q01974.pdb
Q9UN73,Q9Y5G6,-4.88384,Q9UN73_Q9Y5G6.pdb
Q13634,Q9Y5F6,0.883778,Q13634_Q9Y5F6.pdb
Q9BY67,P21860,98.225754,Q9BY67_P21860.pdb
Q9Y5F3,Q9Y5G6,-5.797876,Q9Y5F3_Q9Y5G6.pdb
Q16620,Q16288,30.809475,Q16620_Q16288.pdb
P08887,P35968,33.396444,P08887_P35968.pdb
P06729,Q9NYK1,18.005177,P06729_Q9NYK1.pdb
P10586,Q58EX2,331.367609,P10586_Q58EX2.pdb
Q9Y639,P10586,189.87411,Q9Y639_P10586.pdb
Q496F6,Q9H7M9,27.280725,Q496F6_Q9H7M9.pdb
P55287,Q9H4D0,5.902164,P55287_Q9H4D0.pdb
Q9BY67,O14944,-4.7,Q9BY67_O14944.pdb
P42081,Q01638,145.722877,P42081_Q01638.pdb
Q9Y5H2,Q9UN70,-5.119759,Q9Y5H2_Q9UN70.pdb
Q9UKJ8,Q9H2U9,-0.815212,Q9UKJ8_Q9H2U9.pdb
Q13651,P17181,271.12464,Q13651_P17181.pdb
Q9H159,Q8IXH8,-5.199135,Q9H159_Q8IXH8.pdb
Q8NI17,P17181,69.094086,Q8NI17_P17181.pdb
P13612,P13726,42.004455,P13612_P13726.pdb
P10747,P21860,9.4076,P10747_P21860.pdb
P33681,Q92956,19.301376,P33681_Q92956.pdb
Q08708,Q8N149,90.171743,Q08708_Q8N149.pdb
P06756,Q07954,237.186637,P06756_Q07954.pdb
P55289,Q9ULB5,9.455103,P55289_Q9ULB5.pdb
P42081,Q9UIB8,182.687601,P42081_Q9UIB8.pdb
P11912,P42081,139.499391,P11912_P42081.pdb
Q9H3T3,Q9H3T2,8.623914,Q9H3T3_Q9H3T2.pdb
P78552,O14931,-2.600227,P78552_O14931.pdb
Q15762,O14931,1.701929,Q15762_O14931.pdb
Q9BYE9,Q8TAB3,-4.876548,Q9BYE9_Q8TAB3.pdb
P54762,P32004,152.297646,P54762_P32004.pdb
P23469,P23471,27.234487,P23469_P23471.pdb
P06127,P30203,13.83924,P06127_P30203.pdb
Q9Y561,O75581,286.052785,Q9Y561_O75581.pdb
Q9HBW1,Q8IW52,73.912882,Q9HBW1_Q8IW52.pdb
Q96NY8,A8MXK1,145.895262,Q96NY8_A8MXK1.pdb
P17693,P05556,85.039918,P17693_P05556.pdb
P24394,P13726,18.501842,P24394_P13726.pdb
P43627,Q8NHL6,33.774438,P43627_Q8NHL6.pdb
Q6UWB1,P05106,133.820631,Q6UWB1_P05106.pdb
P28906,P19320,110.880908,P28906_P19320.pdb
P26842,P20333,7.455844,P26842_P20333.pdb
Q14517,Q9Y5E5,-4.920898,Q14517_Q9Y5E5.pdb
P00533,Q6ZN44,74.04505,P00533_Q6ZN44.pdb
Q08345,P35916,130.77696,Q08345_P35916.pdb
P19022,O60330,2.701307,P19022_O60330.pdb
P09693,P06340,6.129837,P09693_P06340.pdb
Q9Y5E2,Q9Y5F2,-5.113707,Q9Y5E2_Q9Y5F2.pdb
Q9HBB8,Q9Y5F6,8.476744,Q9HBB8_Q9Y5F6.pdb
Q9Y5F6,Q9HC56,-4.044338,Q9Y5F6_Q9HC56.pdb
Q9BYE9,Q9UN74,-4.9387,Q9BYE9_Q9UN74.pdb
P78504,Q15262,-3.87856,P78504_Q15262.pdb
P07333,P54760,-4.7,P07333_P54760.pdb
P12318,P05362,49.571157,P12318_P05362.pdb
P13688,Q9UKX5,254.363442,P13688_Q9UKX5.pdb
Q9Y5H8,Q9Y5E8,-5.053097,Q9Y5H8_Q9Y5E8.pdb
P46531,P16471,195.648462,P46531_P16471.pdb
Q9Y6W8,P05556,16.918756,Q9Y6W8_P05556.pdb
P09564,P42081,206.747443,P09564_P42081.pdb
P01732,P16581,6.176418,P01732_P16581.pdb
P05362,P14784,13.494485,P05362_P14784.pdb
Q13873,P10747,17.992978,Q13873_P10747.pdb
O75581,Q15223,-3.015929,O75581_Q15223.pdb
P10321,P09564,330.296709,P10321_P09564.pdb
P18627,P15151,77.053512,P18627_P15151.pdb
O76036,Q5T2D2,54.267695,O76036_Q5T2D2.pdb
Q6ZTQ4,Q9Y5I1,-3.556161,Q6ZTQ4_Q9Y5I1.pdb
O43157,Q6ZN44,3.142032,O43157_Q6ZN44.pdb
Q8IXH8,Q9Y5H2,-1.803856,Q8IXH8_Q9Y5H2.pdb
Q9Y5E2,Q9Y5G1,-4.680364,Q9Y5E2_Q9Y5G1.pdb
P13598,P13612,-0.091556,P13598_P13612.pdb
Q9Y5H1,Q9Y5G2,-5.439881,Q9Y5H1_Q9Y5G2.pdb
P08F94,P51805,138.078969,P08F94_P51805.pdb
Q6ZTQ4,Q08174,-4.19182,Q6ZTQ4_Q08174.pdb
P16410,Q6ZMC9,-5.425845,P16410_Q6ZMC9.pdb
Q14954,Q14943,223.051894,Q14954_Q14943.pdb
P05107,Q15109,158.858367,P05107_Q15109.pdb
P21709,P21860,0.237863,P21709_P21860.pdb
P14778,O60602,-4.640353,P14778_O60602.pdb
P13688,Q13477,336.167345,P13688_Q13477.pdb
P08581,Q9UKJ0,2.773601,P08581_Q9UKJ0.pdb
P00533,P12319,-3.080182,P00533_P12319.pdb
P43627,P43632,14.624286,P43627_P43632.pdb
P21709,P13726,64.973829,P21709_P13726.pdb
P08648,Q9BRK3,-2.463885,P08648_Q9BRK3.pdb
P04626,P21860,259.774031,P04626_P21860.pdb
P10912,P17948,3.111444,P10912_P17948.pdb
P13612,P15151,11.17017,P13612_P15151.pdb
Q8NHK3,Q14943,244.552546,Q8NHK3_Q14943.pdb
Q9NP60,Q9NR97,70.53628,Q9NP60_Q9NR97.pdb
P10721,P30530,150.692306,P10721_P30530.pdb
Q9Y5E2,Q9Y5H1,-4.985263,Q9Y5E2_Q9Y5H1.pdb
Q99467,P26010,380.870484,Q99467_P26010.pdb
P40189,P21583,-3.844565,P40189_P21583.pdb
P33151,Q9Y5H7,-0.661808,P33151_Q9Y5H7.pdb
P16410,P18627,273.429571,P16410_P18627.pdb
O15031,O95754,2.419544,O15031_O95754.pdb
P54289,Q9NY47,118.303183,P54289_Q9NY47.pdb
Q16620,P16234,32.326441,Q16620_P16234.pdb
Q9Y5G9,Q9Y5F6,-5.284938,Q9Y5G9_Q9Y5F6.pdb
Q16832,Q01973,2.138989,Q16832_Q01973.pdb
Q9P2E7,Q9Y5E9,-5.280421,Q9P2E7_Q9Y5E9.pdb
Q99466,Q6ZN44,21.215853,Q99466_Q6ZN44.pdb
